"What is the name of the first routine that Chazz Michael Michaels and Jimmy MacElroy do together in the movie Blades of Glory?\n","Fire and Ice","Dont Want to Miss a Thing","Together","Fire and Water","Fire and Ice"
"What is the name of the first town built by Europeans in the Western Hemisphere?\n","Isabella","Porto Espana","Santo Domingo","Isabella","Hispaniola"
"What is the name of the Great Lion who is a central character in C. S. Lewis series of fantasy novels The Chronicles of Narnia?\n","Aslan","Saraf","Aslan","Sarabi","Sabor"
"What is the name of the historic attack on Normandy on June 6, 1944, which was part of World War II military operations of the Allied Powers against Nazi Germany?\n","Operation Neptune","Operation Overlord","Operation  Belgrani","Operation Barbarosa","Operation Neptune"
"What is the name of the hospital lawyer on Scrubs?\n","Ted Buckland","Ted Buckland","Phoenix Wright","Billy Flynn","Lionel Huntz"
"What is the name of the informal association of people who can trace their ancestry to the original Virginian colonists from England?\n","First Families of Virginia","First children of Virginia","First Settlers of Virginia","First Families of Virginia","Founders of Virginia"
"What is the name of the man that had hiccups for nearly 69 years?\n","Charles Osborne","Carl Rexfort","John Hannah","Charles Osborne","Rhett Milfrond"
"What is the name of the mermaid character from Disneys 1989 animated movie The Little Mermaid?\n","Ariel","Akasha","Marina","Ariel","Florabelle"
"What is the name of the mermaid-like creature from Brazilian folklore?\n","Iara","Iara","Rusalka","Aycayia","Nereid"
"What is the name of the nurse in the 2000 comedy film Meet the Parents and its 2004 sequel Meet the Fockers?\n","Gaylord Focker","Rozalin Focker","Pam Byrnes","Gaylord Focker","Dina Byrnes"
"What is the name of the Pixar-created family of superheroes?\n","The Incredibles","The Incredibles","X-Men","The Justice League","Fantastic Four"
"What is the name of the poem in which these nonsense words are used: chortled, vorpal, galumphing, and frabjous?\n","Jabberwocky","Jabberwocky","Jansonaught","Jerboky","Jessenight"
"What is the name of the popular song written by American composer Joseph Winner in 1869?\n","Little Brown Jug","Little Brown Jug","Little Brown Bug","Little Brown Child","Little Brown Chair"
"What is the name of the scary creature that was tamed in a legend about Saint Martha?\n","Tarasque","Tarasque","Yomi","Tarabon","Sphinx"
"What is the name of the second most important vegetable fibre after cotton that is woven to make coarse cloth and sacks?\n","Jute","Juniper","Jade","Jet","Jute"
"What is the name of this legendary monster, which appears in Jewish folklore as an animated creature created from inanimate material?\n","Golem","Golem","Grendel","Draka","Kraken"
"What is the name of Titanics sister ship?\n","Olympic","Amerika","Frankfurt","Mesaba","Olympic"
"What is the name of Toyotas first widely available gas-electric hybrid car?\n","Prius","Celica","Camry","Insight","Prius"
"What is the name used for black tea in Chinese, Korean and Japanese languages?\n","Crimson tea","Crimson tea","Grey tea","Purple tea","Brown tea"
"What is the next number in the following sequence, having in mind that it is related to positive integers: 1, 0.5, 0.333, 0.25, 0.2, 0.166, 0.142?\n","0.125","0.190","0.125","0.314","0.100"
"What is the next number in this sequence: 4, 6, 8, 9, 10, 12, 14, 15, 16, 18, 20?\n","21","21","23","22","15"
"What is the nickname of Nicolas Cages character Randal Raines in the 2000 action movie Gone in 60 Seconds?\n","Memphis","Casablanca","Memphis","Sway","Twister"
"What is the official name of Rhode Island, the 13th US state?\n","The State of Rhode Island and Providence Plantations","The State of Rhode Island and Providence Plantations","The Commonwealth of Rhode Island and Narragansett Bay","The Commonwealth of Rhode Island","The State of Rhode Island and Narragansett Bay"
"What is the official residence of the French Prime Minister?\n","Hotel Matignon","Hotel Jacques Santer","Hotel Poos","Hotel Christia Grobet","Hotel Matignon"
"What is the oldest  symphony  orchestra  in the USA?\n","The New York Philharmonic","The Symphony Orchestra of New   Orleans","The New York Philharmonic","The Boston Philharmonic","The Philadelphia  Philharmonic"
"What is the origin of the popular feminine names Susanna, Susan, Sue, Suzie, Sanna?\n","Persian","Greek","Persian","Hebrew","Old Germanic"
"What is the other common name of the plant Prunus avium, better known as Sweet cherry?\n","Wild cherry","Wild cherry","Blood cherry","All of these","Crimson cherry"
"What is the other common name of the shade of green known as midnight green?\n","Eagle green","Hunter green","Teal","Feldgrau","Eagle green"
"What is the other name of the creature, which is often called the Abominable Snowman and is thought to inhabit the Himalayas?\n","Yeti","Rodan","Bigfoot","Scylla","Yeti"
"What is the Papstiche Schweizergarde?\n","A 500 year-old organization of Swiss guards","The formal name for the Alps","A 500 year-old brewery in Basel, Switzerland","A garden in Switzerland dedicated to peace","A 500 year-old organization of Swiss guards"
"What is the plural form of dice?\n","It already is plural","It already is plural","Dicess","Bidice","Dices"
"What is the position number of a Center in basketball?\n","5","1","3","4","5"
"What is the prevalent language in Central America?\n","Spanish","French","Spanish","English","Mayan"
"What is the profession of Mr R.K. Wilson, who was claimed to have taken probably the most famous picture of what was supposed to be the Loch Ness Monster?\n","Surgeon","Teacher","Surgeon","Dentist","Lawyer"
"What is the real name of the American female artist known as Pink?\n","Alecia","Pamella","Alecia","Emily","Stacey"
"What is the Scottish Gaelic name of the Loch Ness Monster?\n","Niseag","Monstru","Nillie","Neska","Niseag"
"What is the second book of the Bible?\n","Exodus","Acts","Mark","Joshua","Exodus"
"What is the softest mineral?\n","Talc","Fluorite","Gypsum","Talc","Calcite"
"What is the southernmost capital city?\n","Wellington","Perth","Capetown","Sydney","Wellington"
"What is the special prize that will be given to one of the golden ticket holders in the 2005 movie Charlie and the Chocolate Factory?\n","They will inherit the factory.","They will inherit the factory.","A chocolate statue","Eternal life","A life supply of chocolate"
"What is the state motto of North Carolina?\n","To be rather than to seem","To be rather than to seem","Thus always to tyrants","While I breathe, I hope","By Valor and Arms"
"What is the state motto of Rhode Island?\n","Hope","Forward","The Union","Industry","Hope"
"What is the street in New York City, famous for jewels and jewelry?\n","47th street","Madison Avenue","47th street","51st street","Park Avenue"
"What is the strongest muscle in the body in relation to its size?\n","Masseter","Deltoids","Tongue","Gluteus Maximus","Masseter"
"What is the Sun line of the human palm associated with in palmistry?\n","Fame","Relationships","Future","Fame","Children"
"What is the term for a small, thin piece of skin, especially the skin that comes off the body after a sunburn?\n","blype","bobo","olea","blype","obol"
"What is the term that denotes an airplane accident in which the plane is a total loss?\n","Hull loss incident","Burial incident","Decommission accident","Hull loss incident","Finishing accident"
"What is the title of a 1971 Academy Award-nominated movie directed by John Schlesinger?\n","Sunday Bloody Sunday","Monday Bloody Monday","Sunday Bloody Sunday","Wednesday Bloody Wednesday","Thursday Bloody Thursday"
"What is the title of a 1973 song by The Rolling Stones?\n","Silver Train","Silver Boat","Silver Car","Silver Ride","Silver Train"
"What is the title of the movie in which Marilyn Monroe famously sings the song Diamonds Are a Girls Best Friend?\n","Gentlemen Prefer Blondes","The Prince and the Showgirl","Some Like It Hot","Gentlemen Prefer Blondes","How to Marry a Millionaire"
"What is the translation of the term Ã‰tats gÃ©nÃ©raux which was used to refer to the French Parliament?\n","States General","Military Generals","General law-makers","General Assembly","States General"
"What is the word for fear of horses?\n","Equinophobia","Equinophobia","Ereuthrophobia","Eremophobia","Epistemophobia"
"What is true  about  music compact discs?\n","The hole is the exact size of the Dutch coin called dubbeltje.","Americas Greatest Hits is the number one selling CD in the USA.","The hole is the exact size of the Dutch coin called dubbeltje.","The patent behind the compact disc is co-owned by Dick Clark.","Glen Campbells Greatest Hits was the first music CD in the USA."
"What is true about all objects that emit heat?\n","They all emit infra-red waves.","They are all composed of plasmas.","They all emit infra-red waves.","They all emit ultraviolet rays.","They obey Snells Law"
"What is true about President Bill Clintons official portrait?\n","It is the first official Presidential portrait painted by an African-American.","He is portrayed as being right-handed instead of left-handed.","It is the first official Presidential portrait painted by an African-American.","It is the first official Presidential portrait  not painted by an American citizen.","It is the first official Presidential portrait that had to be redone because of mistakes."
